;NAME;CORES;CPUMARK;THREAD;TDP;SOCKET;CAT
;Intel Atom E3900;4;1953;675;NA;Unknown;Laptop
;Intel Atom N2100;1;193;287;NA;BGA559;Laptop
;Intel Atom N2600;2;316;277;3.5;BGA559;Laptop
;Intel Atom N270;1;136;174;2.5;BGA437;Laptop
;Intel Atom N280;1;157;234;2.5;BGA437;Laptop
;Intel Atom N2800;2;444;319;6.5;BGA559;Laptop
;Intel Atom N435;1;153;220;NA;Unknown;Unknown
;Intel Atom N450;1;203;277;5.5;BGA559;Laptop
;Intel Atom N455;1;196;268;6.5;BGA559;Laptop
;Intel Atom N470;1;224;306;6.5;BGA559;Laptop
;Intel Atom N475;1;179;281;6.5;BGA559;Laptop
;Intel Atom N550;2;301;244;8.5;BGA559;Laptop
;Intel Atom N570;2;360;276;8.5;BGA559;Laptop
;Intel Atom P5322;8;7378;1198;55;FCBGA2106;Server
;Intel Atom P5342;16;13085;1185;71;FCBGA2106;Server
;Intel Atom P5362;24;17276;1193;83;FCBGA2106;Server
;Intel Atom S1260;2;526;313;8.5;FCBGA1283;Server
;Intel Atom T5700;4;2363;906;NA;Unknown;Laptop
;Intel Atom x5-E3930;2;928;642;6.5;BGA1296;Laptop
;Intel Atom x5-E3940;4;1908;675;9.5;BGA1296;Laptop
;Intel Atom x5-E8000;4;962;509;5;FCBGA1170;Laptop
;Intel Atom x5-Z8300;4;833;459;4;UTFCBGA592;Laptop, Mobile/Embedded
;Intel Atom x5-Z8330;4;803;457;4;Unknown;Laptop
;Intel Atom x5-Z8350;4;893;472;4;UTFCBGA592;Laptop
;Intel Atom x5-Z8500;4;1244;630;4;UTFCBGA1380;Laptop
;Intel Atom x5-Z8550;4;1143;664;4;UTFCBGA1380;Laptop, Mobile/Embedded
;Intel Atom x6211E;2;1695;1304;6;FCBGA1493;Mobile/Embedded
;Intel Atom x6211E;2;1762;1170;6;FCBGA1493;Mobile/Embedded
;Intel Atom x6214RE;2;1109;754;6;FCBGA1493;Mobile/Embedded
;Intel Atom x6413E;4;3967;1523;9;FCBGA1493;Mobile/Embedded
;Intel Atom x6414RE;4;2128;721;9;FCBGA1493;Mobile/Embedded
;Intel Atom x6425E;4;3671;1389;12;FCBGA1493;Mobile/Embedded
;Intel Atom x6425RE;4;2929;1007;12;FCBGA1493;Mobile/Embedded
;Intel Atom x6427FE;4;3196;1016;12;FCBGA1493;Mobile/Embedded
;Intel Atom x7-E3950;4;2071;741;12;BGA1296;Laptop
;Intel Atom x7-Z8700;4;1333;651;4;BGA1380;Laptop
;Intel Atom x7-Z8750;4;1294;661;4;UTFCBGA1380;Laptop
;Intel Atom x7211E;2;2553;1434;6;FCBGA1264;Mobile/Embedded
;Intel Atom x7211RE;2;2137;1397;6;FCBGA1264;Mobile/Embedded
;Intel Atom x7213RE;2;2286;1432;9;FCBGA1264;Mobile/Embedded
;Intel Atom x7425E;4;5582;1949;12;FCBGA1264;Mobile/Embedded
;Intel Atom x7433RE;4;3343;1359;9;FCBGA1264;Mobile/Embedded
;Intel Atom x7835RE;8;6341;1379;12;FCBGA1264;Mobile/Embedded
;Intel Atom Z2760;2;298;206;NA;FC-MB4760;Laptop
;Intel Atom Z3530;4;565;368;NA;FC-MB5T1064;Mobile/Embedded
;Intel Atom Z3560;4;749;486;NA;Unknown;Mobile/Embedded
;Intel Atom Z3560;4;690;476;NA;Unknown;Mobile/Embedded
;Intel Atom Z3580;4;802;587;NA;Unknown;Laptop, Mobile/Embedded
;Intel Atom Z3735D;4;704;544;4.4;Unknown;Laptop
;Intel Atom Z3735E;4;557;478;4.4;UTFCBGA1380;Laptop
;Intel Atom Z3735F;4;539;387;4.4;UTFCBGA592;Laptop
;Intel Atom Z3735G;4;772;476;4.4;Unknown;Laptop
;Intel Atom Z3736F;4;496;423;4.4;UTFCBGA592;Laptop
;Intel Atom Z3740;4;621;410;4;UTFCBGA1380;Laptop
;Intel Atom Z3740D;4;614;459;4.4;UTFCBGA1380;Laptop
;Intel Atom Z3745;4;621;435;4;UTFCBGA1380;Laptop
;Intel Atom Z3745D;4;599;415;4.4;Unknown;Laptop
;Intel Atom Z3770;4;728;535;4;UTFCBGA1380;Laptop
;Intel Atom Z3770D;4;488;361;4.4;BGA1380;Laptop
;Intel Atom Z3775;4;704;505;4;UTFCBGA1380;Laptop
;Intel Atom Z3775D;4;794;646;4.4;UTFCBGA1380;Laptop
;Intel Atom Z3795;4;1196;644;4;UTFCBGA1380;Laptop
;Intel Atom Z520;1;122;151;2;BGA441;Laptop
;Intel Atom Z530;1;183;161;2;BGA441;Laptop
;Intel Atom Z670;1;158;95;3;BGA518;Laptop
;Intel CC150;8;14238;2121;NA;FCLGA1151;Unknown
;Intel Celeron 1.70GHz;1;101;190;NA;Unknown;Unknown
;Intel Celeron 1.80GHz;1;96;307;66.1;PPGA478;Desktop
;Intel Celeron 1000M;2;1065;971;35;FCPGA988;Laptop
;Intel Celeron 1000MHz;1;139;174;NA;Unknown;Unknown
;Intel Celeron 1005M;2;1112;1017;35;FCPGA988;Laptop
;Intel Celeron 1007U;2;848;775;17;FCBGA1023;Laptop
;Intel Celeron 1017U;2;877;802;17;FCBGA1023;Laptop
;Intel Celeron 1019Y;2;576;521;10;FCBGA1023;Desktop
;Intel Celeron 1020E;2;1406;1224;35; 	FCBGA1023, FCP;Laptop
;Intel Celeron 1020M;2;1275;1176;35;FCPGA988;Laptop
;Intel Celeron 1037U;2;1013;922;17;FCBGA1023;Laptop
;Intel Celeron 1047UE;2;748;526;17;FCBGA1023;Desktop
;Intel Celeron 1100MHz;1;113;183;NA;Unknown;Unknown
;Intel Celeron 1200MHz;1;159;212;NA;Unknown;Unknown
;Intel Celeron 2.00GHz;1;125;338;52.8;PPGA478;Desktop
;Intel Celeron 2.13GHz;1;166;361;NA;Unknown;Unknown
;Intel Celeron 2.20GHz;1;139;349;NA;Unknown;Unknown
;Intel Celeron 2.26GHz;1;182;382;NA;Unknown;Unknown
;Intel Celeron 2.30GHz;1;148;364;NA;Unknown;Unknown
;Intel Celeron 2.40GHz;1;143;397;NA;Unknown;Unknown
;Intel Celeron 2.50GHz;1;164;431;NA;Unknown;Unknown
;Intel Celeron 2.53GHz;1;222;396;NA;Unknown;Unknown
;Intel Celeron 2.60GHz;1;143;353;NA;Unknown;Unknown
;Intel Celeron 2.66GHz;1;131;359;NA;Unknown;Unknown
;Intel Celeron 2.70GHz;1;159;386;NA;Unknown;Unknown
;Intel Celeron 2.80GHz;1;190;425;68.4;PPGA478;Desktop
;Intel Celeron 2.93GHz;1;230;396;NA;Unknown;Unknown
;Intel Celeron 2000E;2;1607;1282;37;FCBGA1364;Laptop
;Intel Celeron 2002E;2;1091;871;25;FCBGA1364;Laptop
;Intel Celeron 215;1;174;440;27;BGA479;Laptop
;Intel Celeron 220;1;209;255;19;BGA479;Desktop
;Intel Celeron 2950M;2;1238;1136;37;FCPGA946;Laptop
;Intel Celeron 2955U;2;903;802;15;FCBGA1168;Laptop
;Intel Celeron 2957U;2;851;773;15;FCBGA1168;Laptop
;Intel Celeron 2961Y;2;684;634;11.5;Unknown;Laptop
;Intel Celeron 2970M;2;1501;1245;37;FCPGA946;Laptop
;Intel Celeron 2980U;2;1092;933;15;FCBGA1168;Laptop
;Intel Celeron 2981U;2;1036;899;15;BGA1168;Laptop
;Intel Celeron 3.06GHz;1;307;544;NA;Unknown;Unknown
;Intel Celeron 3.20GHz;1;267;599;NA;Unknown;Unknown
;Intel Celeron 3.33GHz;1;263;528;NA;Unknown;Unknown
;Intel Celeron 3205U;2;960;910;15;FCBGA1168;Laptop
;Intel Celeron 3215U;2;1100;1015;15;FCBGA1168;Laptop
;Intel Celeron 3755U;2;1182;1022;15;FCBGA1168;Laptop
;Intel Celeron 3765U;2;1252;1171;15;FCBGA1168;Laptop
;Intel Celeron 3855U;2;1215;903;15;FCBGA1356;Laptop
;Intel Celeron 3865U;2;1334;1044;15;BGA1356;Laptop
;Intel Celeron 3867U;2;1466;1097;15;FCBGA1356;Laptop
;Intel Celeron 3955U;2;1478;1173;15;FCBGA1356;Laptop
;Intel Celeron 3965U;2;1746;1338;15;FCBGA1356;Laptop
;Intel Celeron 3965Y;2;1197;883;6;FCBGA1515;Laptop
;Intel Celeron 420;1;257;502;35;LGA775;Desktop
;Intel Celeron 4205U;2;1342;1027;15;FCBGA1528;Laptop
;Intel Celeron 430;1;293;631;35;LGA775;Desktop
;Intel Celeron 4305U;2;1562;1309;15;FCBGA1528;Mobile/Embedded
;Intel Celeron 4305UE;2;1699;1163;15;FCBGA1528;Laptop, Mobile/Embedded
;Intel Celeron 440;1;368;444;35;LGA775;Desktop
;Intel Celeron 450;1;433;763;35;LGA775;Desktop
;Intel Celeron 5205U;2;1438;1093;15;FCBGA1528;Laptop
;Intel Celeron 530;1;268;468;27;PGA478;Laptop
;Intel Celeron 5305U;2;1684;1195;15;FCBGA1528;Laptop
;Intel Celeron 540;1;305;550;30;PGA478;Laptop
;Intel Celeron 550;1;334;662;31;BGA479;Laptop
;Intel Celeron 560;1;339;632;31;PGA478;Laptop
;Intel Celeron 570;1;344;431;31;PGA478;Laptop
;Intel Celeron 6305;2;2089;1198;NA;FCBGA1449;Laptop
;Intel Celeron 6305E;2;2030;1169;15;FCBGA1449;Mobile/Embedded
;Intel Celeron 6600HE;2;3286;1764;35;FCBGA1787;Mobile/Embedded
;Intel Celeron 723;1;213;460;10;BGA956;Laptop
;Intel Celeron 7305;1;2500;832;15;FCBGA1744;Laptop
;Intel Celeron 7305E;1;2255;759;15;FCBGA1744;Mobile/Embedded
;Intel Celeron 743;1;275;496;10;BGA956;Laptop
;Intel Celeron 807;1;392;608;17;BGA-1023;Laptop
;Intel Celeron 807UE;1;241;421;10;BGA-1023;Laptop
;Intel Celeron 827E;1;371;674;17;FCBGA1023;Laptop
;Intel Celeron 847;2;495;480;17;BGA1023;Laptop
;Intel Celeron 847E;2;584;520;17;FCBGA1023;Laptop
;Intel Celeron 857;2;569;476;17;BGA1023;Laptop
;Intel Celeron 867;2;588;591;17;BGA1023;Laptop
;Intel Celeron 877;2;700;648;17;BGA1023;Laptop
;Intel Celeron 887;2;764;700;17;BGA1023;Laptop
;Intel Celeron 900;1;412;839;34.8;PGA478;Laptop
;Intel Celeron 925;1;450;859;35;Unknown;Laptop
;Intel Celeron;1;572;610;NA;Unknown;Unknown
;Intel Celeron B710;1;106;101;35;rPGA988B;Laptop
;Intel Celeron B800;2;673;647;35;PGA988B;Laptop
;Intel Celeron B810;2;775;754;35;PGA988B;Laptop
;Intel Celeron B815;2;742;701;35;PGA988B;Laptop
;Intel Celeron B820;2;816;754;35;PGA988B;Laptop
;Intel Celeron B830;2;870;820;35;rPGA988B;Laptop
;Intel Celeron B840;2;967;882;35;PGA988B;Laptop
;Intel Celeron D 347;1;232;565;86;PLGA775;Desktop
;Intel Celeron D 352;1;274;576;86;PLGA775;Desktop
;Intel Celeron D 356;1;251;619;86;PLGA775;Desktop
;Intel Celeron D 360;1;372;712;65;PLGA775;Desktop
;Intel Celeron D 420;1;313;388;35;LGA775;Desktop
;Intel Celeron E1200;2;516;580;65;LGA775;Desktop
;Intel Celeron E1400;2;735;758;65;LGA775;Desktop
;Intel Celeron E1500;2;626;764;65;LGA775;Desktop
;Intel Celeron E1600;2;840;916;65;LGA775;Desktop
;Intel Celeron E3200;2;900;981;65;LGA775;Desktop
;Intel Celeron E3300;2;809;918;65;LGA775;Desktop
;Intel Celeron E3400;2;883;1015;65;LGA775;Desktop
;Intel Celeron E3500;2;935;1154;65;LGA775;Desktop
;Intel Celeron G1101;2;1086;929;73;FCLGA1156;Desktop
;Intel Celeron G1610;2;1546;1388;55;FCLGA1155;Desktop
;Intel Celeron G1610T;2;1327;1207;35;LGA1155;Desktop
;Intel Celeron G1620;2;1571;1454;55;FCLGA1155;Desktop
;Intel Celeron G1620T;2;1532;1327;35;LGA1155;Desktop
;Intel Celeron G1630;2;1707;1553;55;FCLGA1155;Desktop
;Intel Celeron G1820;2;1704;1531;53;FCLGA1150;Desktop
;Intel Celeron G1820T;2;1631;1394;35;LGA1150;Desktop
;Intel Celeron G1820TE;2;1020;978;35;LGA1150;Desktop
;Intel Celeron G1830;2;1560;1513;53;LGA1150;Desktop
;Intel Celeron G1840;2;1784;1582;53;FCLGA1150;Desktop
;Intel Celeron G1840T;2;1576;1431;35;LGA1150;Desktop
;Intel Celeron G1850;2;1909;1583;54;FCLGA1150;Desktop
;Intel Celeron G3900;2;2136;1675;51;FCLGA1151;Desktop
;Intel Celeron G3900E;2;2034;1499;35;FCBGA1440;Laptop
;Intel Celeron G3900T;2;1942;1509;35;Unknown;Desktop
;Intel Celeron G3900TE;2;1850;1402;35;FCLGA1151;Laptop
;Intel Celeron G3920;2;2358;1781;51;FCLGA1151;Desktop
;Intel Celeron G3930;2;2256;1769;51;FCLGA1151;Desktop
;Intel Celeron G3930T;2;2023;1655;35;FCLGA1151;Desktop
;Intel Celeron G3930TE;2;2218;1706;35;FCLGA1151;Desktop
;Intel Celeron G3950;2;2336;1842;51;FCLGA1151;Desktop
;Intel Celeron G440;1;420;747;35;LGA1155;Desktop
;Intel Celeron G460;1;481;734;35;LGA1155;Desktop
;Intel Celeron G465;1;547;819;35;LGA1155;Desktop
;Intel Celeron G470;1;575;834;35;LGA1155;Desktop
;Intel Celeron G4900;2;2389;1834;54;FCLGA1151-2;Desktop
;Intel Celeron G4900T;2;2252;1750;35;FCLGA1151-2;Desktop
;Intel Celeron G4920;2;2534;1982;54;FCLGA1151-2;Desktop
;Intel Celeron G4930;2;2547;1946;54;FCLGA1151-2;Desktop
;Intel Celeron G4930T;2;2283;1770;35;FCLGA1151;Desktop
;Intel Celeron G4950;2;2714;2041;54;FCLGA1151;Desktop
;Intel Celeron G530;2;1136;1103;65;LGA1155;Desktop
;Intel Celeron G530T;2;1056;962;35;LGA1155;Desktop
;Intel Celeron G540;2;1155;1142;65;LGA1155;Desktop
;Intel Celeron G540T;2;1137;995;35;LGA1155;Desktop
;Intel Celeron G550;2;1259;1210;65;LGA1155;Desktop
;Intel Celeron G550T;2;1074;1018;35;LGA1155;Desktop
;Intel Celeron G555;2;1388;1289;65;LGA1155;Desktop
;Intel Celeron G5900;2;2677;2115;58;FCLGA1200;Desktop
;Intel Celeron G5900E;2;1809;1896;58;LGA 1200;Mobile/Embedded
;Intel Celeron G5900T;2;2155;1640;35;FCLGA1200;Desktop
;Intel Celeron G5905;2;2771;2160;58;FCLGA1200;Desktop
;Intel Celeron G5905T;2;2304;1854;35;FCLGA1200;Desktop
;Intel Celeron G5920;2;2577;2123;58;FCLGA1200;Desktop
;Intel Celeron G5925;2;2787;2227;58;FCLGA1200;Desktop
;Intel Celeron G6900;2;4515;2715;46;LGA1700,BGA1700;Desktop
;Intel Celeron G6900E;2;4272;2467;46;FCLGA1700;Mobile/Embedded
;Intel Celeron G6900T;2;3651;2277;35;FCLGA1700;Desktop
;Intel Celeron G6900TE;2;2782;1610;35;FCLGA1700;Mobile/Embedded
;Intel Celeron J1750;2;538;642;10;FCBGA1170;Desktop
;Intel Celeron J1800;2;572;657;10;FCBGA1170;Desktop
;Intel Celeron J1850;4;942;455;10;FCBGA1170;Desktop
;Intel Celeron J1900;4;1151;653;10;FCBGA1170;Desktop
;Intel Celeron J3060;2;683;639;6;BGA1170;Desktop
;Intel Celeron J3160;4;1258;605;6;BGA1170;Desktop
;Intel Celeron J3355;2;1192;828;10;FCBGA1296;Desktop, Laptop
;Intel Celeron J3455;4;2248;813;10;FCBGA1296;Desktop
;Intel Celeron J3455E;4;2193;846;10;FCBGA1296;Desktop
;Intel Celeron J4005;2;1547;1091;10;FCBGA1090;Desktop
;Intel Celeron J4025;2;1472;1134;10;FCBGA1090;Desktop
;Intel Celeron J4105;4;2860;1074;10;FCBGA1090;Desktop
;Intel Celeron J4115;4;2688;1066;NA;Unknown;Desktop
;Intel Celeron J4125;4;2940;1158;10;FCBGA1090;Desktop
;Intel Celeron J6412;4;3833;1371;10;FCBGA1493;Mobile/Embedded
;Intel Celeron J6413;4;4259;1491;10;FCBGA1296;Mobile/Embedded
;Intel Celeron M 1.00GHz;1;149;197;NA;Unknown;Laptop
;Intel Celeron M 1.30GHz;1;205;284;NA;Unknown;Laptop
;Intel Celeron M 1.50GHz;1;192;374;21;PPGA478, H-PBGA4;Laptop
;Intel Celeron M 1.60GHz;1;190;433;NA;Unknown;Laptop
;Intel Celeron M 1.70GHz;1;252;370;NA;Unknown;Laptop
;Intel Celeron M 1300MHz;1;197;274;NA;Unknown;Laptop
;Intel Celeron M 1500MHz;1;217;297;NA;Unknown;Laptop
;Intel Celeron M 360 1.40GHz;1;221;305;21;H-PBGA479, PPGA4;Laptop
;Intel Celeron M 410;1;123;301;27;PPGA478;Laptop
;Intel Celeron M 420;1;139;391;27;PPGA478;Laptop
;Intel Celeron M 430;1;169;466;27;PPGA478;Laptop
;Intel Celeron M 440;1;169;485;27;PBGA479, PPGA478;Laptop
;Intel Celeron M 443;1;125;288;5.5;PBGA479;Laptop
;Intel Celeron M 450;1;230;598;27;PPGA478;Laptop
;Intel Celeron M 520;1;239;505;30;PPGA478;Laptop
;Intel Celeron M 530;1;320;572;30;PBGA479, PPGA478;Laptop
;Intel Celeron M 723;1;267;507;10;BGA956;Laptop
;Intel Celeron M 900MHz;1;123;155;NA;Unknown;Laptop
;Intel Celeron N2805;2;335;394;4.3;FCBGA1170;Laptop
;Intel Celeron N2806;2;486;536;4.5;FCBGA1170;Laptop
;Intel Celeron N2807;2;481;563;4.3;FCBGA1170;Laptop
;Intel Celeron N2808;2;499;581;4.5;FCBGA1170;Laptop
;Intel Celeron N2810;2;377;487;7.5;FCBGA1170;Laptop
;Intel Celeron N2815;2;495;561;7.5;FCBGA1170;Laptop
;Intel Celeron N2820;2;502;602;7.5;FCBGA1170;Laptop
;Intel Celeron N2830;2;549;628;7.5;FCBGA1170;Laptop
;Intel Celeron N2840;2;584;669;7;FCBGA1170;Laptop
;Intel Celeron N2910;4;787;446;7.5;FCBGA1170;Laptop
;Intel Celeron N2920;4;954;552;7.5;FCBGA1170;Laptop
;Intel Celeron N2930;4;1029;585;7.5;FCBGA1170;Laptop
;Intel Celeron N2940;4;1045;605;7.5;FCBGA1170;Laptop
;Intel Celeron N3000;2;646;574;4;FCBGA1170;Laptop
;Intel Celeron N3010;2;612;591;4;FCBGA1170;Laptop
;Intel Celeron N3050;2;592;556;6;FCBGA1170;Laptop
;Intel Celeron N3060;2;660;629;6;Unknown;Laptop
;Intel Celeron N3150;4;1172;564;6;FCBGA1170;Laptop
;Intel Celeron N3160;4;1200;567;6;FCBGA1170;Laptop
;Intel Celeron N3350;2;1110;801;6;FCBGA1296;Laptop
;Intel Celeron N3450;4;1987;765;6;FCBGA1296;Laptop
;Intel Celeron N4000;2;1429;1036;6;FCBGA1090;Laptop
;Intel Celeron N4000C;2;1430;1020;6;FCBGA1090;Laptop
;Intel Celeron N4020;2;1545;1137;6;FCBGA1090;Laptop
;Intel Celeron N4020C;2;1535;1120;6;FCBGA1090;Laptop, Mobile/Embedded
;Intel Celeron N4100;4;2461;1002;6;FCBGA1090;Laptop
;Intel Celeron N4120;4;2467;1077;6;FCBGA1090;Laptop
;Intel Celeron N4500;2;1862;1311;6;FCBGA1338;Mobile/Embedded
;Intel Celeron N4505;2;2119;1425;10;FCBGA1338;Mobile/Embedded
;Intel Celeron N5095;4;4047;1499;15;FCBGA1338;Desktop
;Intel Celeron N5095A;4;4066;1503;15;FCBGA1338;Desktop
;Intel Celeron N5100;4;3274;1367;6;FCBGA1338;Laptop
;Intel Celeron N5105;4;4025;1502;10;FCBGA1338;Mobile/Embedded
;Intel Celeron N6210;2;1967;1347;6.5;Unknown;Mobile/Embedded
;Intel Celeron N6211;2;2245;1586;6.5;FCBGA1493;Mobile/Embedded
;Intel Celeron P4500;2;848;747;35;PGA988A;Laptop
;Intel Celeron P4505;2;689;820;35;BGA1288;Laptop
;Intel Celeron P4600;2;877;801;35;PGA988A;Laptop
;Intel Celeron SU2300;2;462;500;10;BGA956;Laptop
;Intel Celeron T1600;2;553;586;35;Unknown;Laptop
;Intel Celeron U1900;4;1028;527;NA;Unknown;Unknown
;Intel Celeron U3400;2;516;456;18;BGA1288;Laptop
;Intel Celeron U3600;2;579;523;18;BGA1288;Laptop
;Intel Core 3 100U;2;14181;3718;15;FCBGA1744;Laptop
;Intel Core 3 201E;4;14817;3284;60;FCLGA1700;Mobile/Embedded
;Intel Core 3 N350;8;6844;1777;7;FCBGA1264;Mobile/Embedded
;Intel Core 3 N355;8;10352;2207;15;FCBGA1264;Mobile/Embedded
;Intel Core 5 120U;2;17173;3767;15;FCBGA1744;Mobile/Embedded
;Intel Core 5 210H;4;18755;3489;45;FCBGA1744;Laptop
;Intel Core 5 220H;4;21268;3120;45;FCBGA1744;Laptop
;Intel Core 5 220U;2;14029;3048;NA;FCBGA1744;Laptop
;Intel Core 7 150U;2;15414;3607;15;FCBGA1744;Laptop
;Intel Core 7 240H;6;23145;3700;45;FCBGA1744;Mobile/Embedded
;Intel Core 7 250H;6;31840;4321;45;FCBGA1744;Laptop
;Intel Core 860;4;2754;1142;NA;Unknown;Unknown
;Intel Core 9 270H;6;29424;4125;45;FCBGA1744;Laptop
;Intel Core Duo L2300;2;387;442;15;BGA479;Desktop
;Intel Core Duo L2400;2;348;501;15;BGA479;Laptop
;Intel Core Duo L2500;2;404;578;15;BGA479;Laptop
;Intel Core Duo T2050;2;333;498;31;PGA478;Desktop
;Intel Core Duo T2250;2;350;530;31;PGA478;Laptop
;Intel Core Duo T2300;2;325;509;31;BGA479;Laptop
;Intel Core Duo T2350;2;385;576;31;PGA478;Laptop
;Intel Core Duo T2400;2;362;527;31;BGA479;Laptop
;Intel Core Duo T2450;2;411;608;31;PGA478;Laptop
;Intel Core Duo T2500;2;408;613;31;BGA479;Laptop
;Intel Core Duo T2600;2;460;667;31;BGA479;Laptop
;Intel Core Duo T2700;2;498;652;31;BGA479;Laptop
;Intel Core Duo U2400;2;255;342;9;BGA479;Laptop
;Intel Core Duo U2500;2;223;361;9;BGA479;Laptop
;Intel Core i3-1000NG4;2;3543;1754;9;BGA1526;Laptop
;Intel Core i3-1005G1;2;4862;2168;15;FCBGA1526;Laptop
;Intel Core i3-10100;4;8595;2605;65;FCLGA1200;Desktop
;Intel Core i3-10100E;4;7944;2279;65;FCLGA1200;Desktop, Mobile/Embedded
;Intel Core i3-10100F;4;8707;2583;65;FCLGA1200;Desktop
;Intel Core i3-10100T;4;7332;2265;35;FCLGA1200;Laptop
;Intel Core i3-10100TE;4;6371;1820;35;LGA 1200;Mobile/Embedded
;Intel Core i3-10100Y;2;2876;1625;5;BGA 1528;Mobile/Embedded
;Intel Core i3-10105;4;8348;2620;65;FCLGA1200;Desktop
;Intel Core i3-10105F;4;8925;2646;65;FCLGA1200;Desktop
;Intel Core i3-10105T;4;7869;2354;35;FCLGA1200;Desktop
;Intel Core i3-10110U;2;3866;2157;15;FCBGA1528;Laptop
;Intel Core i3-10110Y;2;3264;1977;7;UTFCBGA1377;Laptop
;Intel Core i3-1025G1;4;6160;2322;NA;BGA 1526;Laptop
;Intel Core i3-10300;4;9299;2692;65;FCLGA1200;Desktop
;Intel Core i3-10300T;4;7845;2296;35;FCLGA1200;Desktop
;Intel Core i3-10305;4;9313;2763;65;FCLGA1200;Desktop
;Intel Core i3-10305T;4;8136;2457;35;FCLGA1200;Desktop
;Intel Core i3-10320;4;10003;2843;65;FCLGA1200;Desktop
;Intel Core i3-10325;4;10291;2874;65;FCLGA1200;Desktop
;Intel Core i3-11100B;4;11357;2912;65;Unknown;Desktop
;Intel Core i3-11100HE;4;11673;3044;45;FCBGA1787;Mobile/Embedded
;Intel Core i3-1110G4;2;3979;2013;NA;FCBGA1598;Mobile/Embedded
;Intel Core i3-1115G4;2;5931;2590;15;FCBGA1449;Laptop
;Intel Core i3-1115G4E;2;5499;2513;15;BGA 1449;Mobile/Embedded
;Intel Core i3-1115GRE;2;4484;2062;15;FCBGA1449;Mobile/Embedded
;Intel Core i3-1125G4;4;9406;2453;28;FCBGA1449;Laptop
;Intel Core i3-12100;4;12348;3203;60;FCLGA1700;Desktop
;Intel Core i3-12100E;4;14310;3428;60;FCLGA1700;Mobile/Embedded
;Intel Core i3-12100F;4;14032;3447;58;FCLGA1700;Desktop
;Intel Core i3-12100T;4;12537;3254;35;FCLGA1700;Desktop
;Intel Core i3-12100TE;4;11859;3139;35;FCLGA1700;Laptop, Mobile/Embedded
;Intel Core i3-1210U;2;10333;3336;9;BGA1781;Laptop
;Intel Core i3-1215U;2;10533;3232;15;FCBGA1744;Laptop
;Intel Core i3-1215UE;2;8617;2886;28;FCBGA1744;Mobile/Embedded
;Intel Core i3-1215UL;2;8034;2582;15;FCLGA1700;Mobile/Embedded
;Intel Core i3-1220P;2;14571;3380;28;FCBGA1744;Laptop
;Intel Core i3-1220PE;4;16146;3474;35;FCBGA1744;Mobile/Embedded
;Intel Core i3-12300;4;14365;3584;60;LGA 1700;Desktop
;Intel Core i3-12300HL;4;20321;3586;45;FCLGA1700;Mobile/Embedded
;Intel Core i3-12300T;4;13209;3350;35;FCLGA1700;Desktop
;Intel Core i3-1305U;1;8668;3079;15;FCBGA1744;Laptop
;Intel Core i3-13100;4;13677;3442;60;FCLGA1700;Desktop
;Intel Core i3-13100E;4;13727;3399;65;FCLGA1700;Mobile/Embedded
;Intel Core i3-13100F;4;14685;3607;58;FCLGA1700;Desktop
;Intel Core i3-13100T;4;12815;3413;35;FCLGA1700;Desktop
;Intel Core i3-13100TE;4;8057;1805;35;FCLGA1700;Mobile/Embedded
;Intel Core i3-1315U;2;11562;3388;15;FCBGA1744;Laptop
;Intel Core i3-1315UE;2;8672;2968;15;FCBGA1744;Mobile/Embedded
;Intel Core i3-14100;4;15269;3767;60;FCLGA1700;Desktop
;Intel Core i3-14100F;4;15377;3791;110;FCLGA1700;Desktop
;Intel Core i3-14100T;4;13564;3480;69;FCLGA1700;Desktop
;Intel Core i3-2100;2;1856;1414;65;LGA1155;Desktop
;Intel Core i3-2100T;2;1518;1110;35;LGA1155;Desktop
;Intel Core i3-2102;2;2029;1400;65;FCLGA1155;Desktop
;Intel Core i3-2105;2;1837;1420;65;LGA1155;Desktop
;Intel Core i3-21050;2;2193;1429;NA;Unknown;Unknown
;Intel Core i3-2120;2;1968;1510;65;LGA1155;Desktop
;Intel Core i3-2120T;2;1565;1168;35;LGA1155;Desktop
;Intel Core i3-2125;2;2090;1573;65;LGA1155;Desktop
;Intel Core i3-2130;2;2059;1568;65;LGA1155;Desktop
;Intel Core i3-2140;2;2307;1535;65;Unknown;Unknown
;Intel Core i3-2310E;2;1845;733;35;FCBGA1023;Laptop
;Intel Core i3-2310M;2;1217;937;35;BGA1023;Laptop
;Intel Core i3-2312M;2;1189;851;35;PGA988B;Laptop
;Intel Core i3-2328M;2;1234;976;35;PGA988;Laptop
;Intel Core i3-2330E;2;1823;1063;35;rPGA988;Desktop
;Intel Core i3-2330M;2;1251;969;35;BGA1023;Laptop
;Intel Core i3-2332M;2;1353;936;35;rPGA988B;Laptop
;Intel Core i3-2340UE;2;976;620;17;BGA-1023;Laptop
;Intel Core i3-2348M;2;1277;998;35;rPGA988B;Laptop
;Intel Core i3-2350M;2;1259;973;35;PGA988B;Laptop
;Intel Core i3-2357M;2;788;601;17;Unknown;Laptop
;Intel Core i3-2365M;2;812;600;17;BGA1023;Laptop
;Intel Core i3-2367M;2;849;622;17;BGA1023;Laptop
;Intel Core i3-2370M;2;1359;1046;35;PGA988B;Laptop
;Intel Core i3-2375M;2;904;694;17;BGA1023;Laptop
